번호,도서명,저자,출판사,발행년도,ISBN,세트 ISBN,부가기호,권,주제분류번호,도서권수,대출건수,등록일자,
"1250","눈물로 씻어 낸 가슴에는 새로운 꽃이 피어나리 : 성 베네딕도회 왜관 수도원 폴리카르포 신부님 묵상, 무심의 다스림","김종필","포르체","2022","9791192730028","","","","238.204","1","0","2022-12-17",
"1251","(오십에 읽는)내 운명 이야기","강상구","흐름출판","2022","9788965965374","","","","188.5","1","0","2022-12-17",
"1252","가장 인간적인 미래 : 공멸의 시대에서 공존의 시대로, 인간과 인공지능의 새로운 질서를 말하다","윤송이","웨일북","2022","9791192097312","","","","331.544","1","0","2022-12-17",
"1253","일상이 아픔이 되지 않도록 : 심리상담이 당신에게 전하는 위로","조한새","채륜","2022","9791190131131","","","","186.3","1","0","2022-12-17",
"1254","결국은 논어 : 난제의 시작과 끝은 공자의 말씀","공자","단한권의책","2022","9791191853223","","","","148.3","1","0","2022-12-17",
"1255","(자연의 마음결)도덕경","김영희","아름다운비","2022","9791196520250","","","","152.222","1","0","2022-12-17",
"1256","영화를 보면 생기는 일 : 긍정심리편","임연재","드림북","2022","9791190614450","","","","189","1","0","2022-12-17",
"1257","탈인지 : SF로 철학하기 그리고 아무도 아니지 않은 자로 있기","샤비로, 스티븐","갈무리","2022","9788961953085","","","","164.55","1","0","2022-12-17",
"1258","철학자 마을에 저녁이 내리는 소리 : 위대한 철학자들이 한 마을에 모여 산다면","한창수","페이퍼로드","2022","9791192376103","","","","104","1","0","2022-12-17",
"1259","Markus Gabriel VS : 마르쿠스 가브리엘의 차이와 분열을 극복하는 철학 서로 이해할 수 없는 사람과 살다","가브리엘, 마르쿠스","사유와공감","2022","9791198008800","","","","165.7","1","0","2022-12-17",
"1260","합리적 사고를 방해하는 64가지 오류","뫼스메르, 알베르트","북캠퍼스","2022","9791188571161","","","","181.3","1","0","2022-12-17",
"1261","(고미숙의)인생 특강 : 욕망과 자유에 대한 비전 탐구","고미숙","북튜브","2020","9791190351300","","","","199.1","1","0","2022-12-17",
"1262","선택된 윤리 : 메타선진국은 어떻게 작동하는가 = The selected ethic","이한소","렛츠북","2022","9791160545678","","","","193","1","0","2022-12-17",
"1263","처음 하는 철학 공부","윤주연","한국교육방송공사","2021","9788954758925","","","","160","1","0","2022-12-17",
"1264","처음 하는 심리학 공부","윤주연","한국교육방송공사","2022","9788954763868","","","","180","1","0","2022-12-17",
"1265","감사합니다 : 하마터면 놓칠 뻔한 소소한 일들, NVC로 감사하기","이옥숙","북랩","2022","9791168364813","","","","189","1","0","2022-12-17",
"1266","자연과 공생하는 유토피아 : 셸링, 블로흐, 아나키즘의 생태사유","조영준","역락","2022","9791167423566","","","","331.4","1","0","2022-12-17",
"1267","하루 15분 리더를 위한 인문학 수업 : 세상을 간파하고 움직이는 리더가 되는 법","임성훈","유노북스","2022","9791192300344","","","","001.3","1","0","2022-12-17",
"1268","오늘 나에게 희망을 주는 말 : 힘들 때 마다 희망을 주는 깨달음의 말들 . 2 , 성공 편","슬기바다 동양고전연구소","홍익출판미디어그룹","2022","9791191420937","","","2","199.1","1","0","2022-12-17",
"1269","지금 나에게 힘이 되는 말 : 힘들 때마다 용기를 주는 지혜의 말 . 1 , 도전 편","슬기바다 동양고전연구소","홍익출판미디어그룹","2022","9791191420913","","","1","199.1","1","0","2022-12-17",
"1270","다보스에서의 결별","프리드먼, 마이클","필로소픽","2022","9791157832736","","","","165.7","1","0","2022-12-17",
"1271","정신분석의 새로운 길","호나이, 카렌","연암서가","2022","9791160871029","","","","185.5","1","0","2022-12-17",
"1272","물속의 철학자들 : 일상에 흘러넘치는 철학에 대하여","나가이 레이","다다서재","2022","9791191716177","","","","104","1","0","2022-12-17",
"1273","익스텐드 마인드 : 창조성은 어떻게 뇌 바깥에서 탄생하는가","폴, 애니 머피","알에이치코리아(RHK)","2022","9788925577371","","","","181.3","1","0","2022-12-17",
"1274","인공 지능의 시대, 인생의 의미","프레히트, 리하르트 다비트","열린책들","2022","9788932922935","","","","165","1","0","2022-12-17",
"1275","사랑이었고 사랑이며 사랑이 될 것 : 사랑에 대한 다섯 가지 판타지의 역사","로젠와인, 바버라 H","서해문집","2022","9791192085623","","","","181.71","1","0","2022-12-17",
"1276","신유물론 입문 : 새로운 물질성과 횡단성","문규민","두번째테제","2022","9791190186247","","","","137","1","0","2022-12-17",
"1277","지나치게 연결된 사회","가브리엘, 마르쿠스","베가북스","2022","9791192488080","","","","165.7","1","0","2022-12-17",
"1278","(매일같이 즐기는)행복의 향연 : 행복은 즐기는 자의 것이다","윤명선","한국학술정보","2019","9788926895726","","","","199.1","1","0","2022-12-17",
"1279","세상을 이해하려는 치열한 노력, 세상이치 : 고대그리스철학부터 현대입자물리까지, 단 한권에 펼쳐지는 지혜","김동희","크레용하우스","2022","9788955479607","","","","001.3","1","0","2022-12-17",
"1280","자기 자신에게 성실한 사람 : 카뮈 읽는 법","양자오","유유","2022","9791167700445","","","","860.9","1","0","2022-12-17",
"1281","오늘의 인사 : 김민령 소설","김민령","문학동네","2022","9788954699662","","","","813.6","1","0","2022-12-17",
"1282","포화속 사람들","조민교","방과후이곳","2022","9791197949289","","","","813.6","1","0","2022-12-17",
"1283","우리들의 빌드업","최민경","책담","2022","9791192686042","","","","813.6","1","0","2022-12-17",
"1284","피파 박, 나만의 게임","윤, 에린","블랙홀","2022","9791188974634","","","","843","1","0","2022-12-17",
"1285","금서를 빌려드립니다","코니스, 데이브","우리교육","2022","9791197876226","","","","843","1","0","2022-12-17",
"1286","초록 가마우지 노래","김태희","도서출판 별을품다","2022","9791197734144","","","","813.6","1","0","2022-12-17",
"1287","베이스캠프","현정란","현북스","2022","9791157413423","","","","813.6","1","0","2022-12-17",
"1288","크라잉 타임 : 한은희 청소년소설","한은희","세계문예","2022","9788967391515","","","","813.6","1","0","2022-12-17",
"1289","은행잎 편지와 밤비 라디오 : 이응인 시집","이응인","단비","2022","9791163500650","","","","811.6","1","0","2022-12-17",
"1290","플로라 : 소피 캐머런 장편소설","캐머런, 소피","나무를심는사람들","2022","9791190275811","","","","843","1","0","2022-12-17",
"1291","루시의 기억 : 권요원 장편소설","권요원","별숲","2022","9791192370279","","","","813.6","1","0","2022-12-17",
"1292","날아라 솜털우산","공주북중학교 학생들","심지","2022","9788966272266","","","","811.6","1","0","2022-12-17",
"1293","해녀의 딸, 달리다 : 이현서 장편소설","이현서","단비","2022","9791163500667","","","","813.6","1","0","2022-12-17",
"1294","박지원 소설집","박지원","서해문집","2022","9791192085692","","","","813.5","1","0","2022-12-17",
"1295","핀치 오브 매직 . 3 , 펜들윅의 마녀들","해리슨, 미셀","WB(위니더북)","2022","9791190618335","9791190618267","","3","843","1","0","2022-12-17",
"1296","핀치 오브 매직 . 2 , 마녀의 돌","해리슨, 미셀","WB(위니더북)","2022","9791190618328","9791190618267","","2","843","1","0","2022-12-17",
"1297","마리오네트의 춤 : 이금이 장편소설","이금이","밤티","2022","9791191826197","","","","813.6","1","0","2022-12-17",
"1298","바깥은 준비됐어 : 사계절문학상 20주년 기념 앤솔러지","이재문","사계절(사계절출판사)","2022","9791160949582","","","","813.6","1","0","2022-12-17",
"1299","커튼콜","조우리","창비","2022","9788936431051","","","27","813.6","1","0","2022-12-17",
"1300","카이의 선택","최상희","창비","2022","9788936431044","","","26","813.6","1","0","2022-12-17",
"1301","하트의 탄생","정이현","창비","2022","9788936431037","","","25","813.6","1","0","2022-12-17",
"1302","더 이상 도토리는 없다 : 도서관 소설집","최상희","돌베개","2022","9791191438758","","","","813.6","1","0","2022-12-17",
"1303","N분의 1을 위하여","김지숙","창비교육","2022","9791165701390","","","","813.6","1","0","2022-12-17",
"1304","언제나 네 곁에 있어","할라미, 미리엄","도토리숲","2022","9791185934846","","","","843","1","0","2022-12-17",
"1305","오, 보이!","뮈라이유, 마리 오드","바람의아이들","2022","9791162101940","","","","863","1","0","2022-12-17",
"1306","바퀴 빌라의 여름방학","카우린, 마리안네","여유당(여유당출판사)","2022","9788992351065","","","","859.82","1","0","2022-12-17",
"1307","남자친구 이리구 : 한영미 청소년소설","한영미","답게","2022","9788975740091","","","","813.6","1","0","2022-12-17",
"1308","도깨비 소녀는 오늘부터 영화배우!","나카무라 고","이지북","2022","9788957072592","","","","833.6","1","0","2022-12-17",
"1309","꼬리에 꼬리를 무는 서양 미술사 : 동굴 벽화에서 뱅크시로 향하는 특급 열차!","이연식","태학사","2022","9791168100855","","","","609.2","1","0","2022-12-17",
"1310","이기고 싶으면 스포츠 과학 : 인포그래픽으로 보는 수학, 물리학, 공학, 생물학의 비밀","스완슨, 제니퍼","다른","2022","9791156334958","","","","692.1","1","0","2022-12-17",
"1311","클래식으로 전쟁을 멈춘다면 : 심리 치료부터 세계 평화까지 세상을 바꾸는 음악","최민아","다른","2022","9791156334897","","","14","372.68","1","0","2022-12-17",
"1312","선생님도 몰랐던 미래의 직업 : 뉴제너레이션을 위한 진로 가이드","푸베로, 산드린느","다산어린이","2021","9791130693613","","","","336.24","1","0","2022-12-17",
"1313","이러다 우리 문화와 예술이 다 사라져버릴지도 몰라 : 청소년이라면 꼭 기억해야 할 우리 문화와 예술 45가지","박정혜","FILOS(필로스)","2022","9791198015303","","","","380.911","1","0","2022-12-17",
"1314","유배도 예술은 막을 수 없어 : 허균부터 정약용까지 고난 속에서 피어난 조선 7인방","신승미","다른","2022","9791156335016","","","","991.1","1","0","2022-12-17",
"1315","씨네틴즈 영화로 말해요","책마을해리","ㄱ(기역)","2022","9791191199420","","","","688.13","1","0","2022-12-17",
"1316","채식하는 이유 : 기후 위기 시대, 나만의 채식 재밌게 해 보기","황윤","나무를 심는 사람들","2022","9791190275743","","","","517.548","1","0","2022-12-17",
"1317","좋은 약, 나쁜 약, 이상한 약 : 인류는 어떻게 약을 이용해 왔을까?","박성규","나무를 심는 사람들","2022","9791190275774","","","","518","1","0","2022-12-17",
"1318","소용돌이치는 사춘기의 뇌 : 10대를 위한 뇌 과학 수업","양은우","다림","2022","9788961772976","","","","511.1813","1","0","2022-12-17",
"1319","(환경 보호에서 식량 안보까지)미래 식량 전쟁","나상호","글라이더","2022","9791170411123","","","","335.7","1","0","2022-12-17",
"1320","(이상수의)청소년 에너지 세계사 특강","이상수","철수와영희","2022","9791188215782","","","","563.7","1","0","2022-12-17",
"1321","나는 윤리적 최소주의자, 지구에 삽니다 : 제로 웨이스트로 먹고 살기","소일","우리학교","2022","9791167550774","","","","539","1","0","2022-12-17",
"1322","근대 사물 탐구 사전 : 우리와 함께했던 그때 그 물건","정명섭","초록비책공방","2022","9791191266610","","","","911.06","1","0","2022-12-17",
"1323","조선의 핫플레이스, 동촌","안나미","의미와재미","2022","9791197897245","","","","911.05","1","0","2022-12-17",
"1324","나는 여성, 학자입니다 : 고대부터 근대까지 시대의 한계를 뛰어넘은 여성 학자들","박민규","빈빈책방","2022","9791190105507","","","","990.94","1","0","2022-12-17",
"1325","눈에 보이지 않는 지도책 : 세상을 읽는 데이터 지리학","체셔, 제임스","윌북","2022","9791155815380","","","","989","1","0","2022-12-17",
"1326","조선의 대기자, 연암","강석훈","니케북스","2022","9791189722630","","","","991.1","1","0","2022-12-17",
"1327","위대한 이야기 유산","김한식","역락","2022","9791167423597","","","","809","1","0","2022-12-17",
"1328","한번 써봅시다 책이 뭐라고","신선수","청림출판","2022","9788935213962","","","","802","1","0","2022-12-17",
"1329","문학의 죽음에 대한 소문과 진실 : 강창래의 세계문학 강의","강창래","교유서가","2022","9791192247441","","","","809","1","0","2022-12-17",
"1330","신의 문장술 : 나를 키우는 무작정 쓰기의 힘","후미코 후미오","교양인","2022","9791187064954","","","","802","1","0","2022-12-17",
"1331","이제는 안 우울합니다만","이진솔","Harmonybook(하모니북)","2022","9791167470683","","","","818","1","0","2022-12-17",
"1332","(한 권으로 끝내는)전자책 만들기 그리고 종이책 만들기","황병욱","한국평생교육원","2022","9791192412238","","","","012.9","1","0","2022-12-17",
"1333","일기 쓰는 법 : 매일 쓰는 사람으로 성찰하고 성장하기 위하여","조경국","유유","2021","9791167700209","","","","802.6","1","0","2022-12-17",
"1334","역사와 유토피아 : 에덴의 기억이나 예감이 없다면 숨을 쉬는 것도 형벌이다","시오랑, 에밀","챕터하우스","2022","9788969940292","","","","166","1","0","2022-12-17",
"1335","파르마코-AI","알라도맥다월, K","작업실유령","2022","9791189356811","","","","899","1","0","2022-12-17",
"1336","카프카와 가족, 아버지의 집에서 낯선 자 되기","오선민","북튜브","2021","9791190351447","","","6","332.2","1","0","2022-12-17",
"1337","멘탈 트래블러 : 조현병과 투쟁한 어느 아름다운 정신에의 회고","미첼, W. J. T","에디스코","2022","9791197881916","","","","513.89704","1","0","2022-12-17",
"1338","이야기의 핵심 : 누구보다 빠르게 완벽한 이야기를 만드는 기본 작법 = (The)Core of story","호커, 리비","한스미디어","2022","9791160075953","","","","802","1","0","2022-12-17",
"1339","사랑의 쓸모 : 개츠비에서 히스클리프까지","이동섭","몽스북","2022","9791191401592","","","","809.9","1","0","2022-12-17",
"1340","세상에 없는 나라 지도책","올리버, 크리스 F","봄볕","2022","9791190704717","","","","809","1","0","2022-12-17",
"1341","셜록 홈즈 다시 읽기 : 홈즈의 비밀을 푸는 12가지 키워드","안병억","열대림","2022","9788990989796","","","","843.09","1","0","2022-12-17",
"1342","스페이스 (논)픽션 : 공간 시간 이동 기억 역사 자유, 정지돈의 에세이와 짧은 소설","정지돈","마티","2022","9791190853354","","","","810.81","1","0","2022-12-17",
"1343","명작을 읽는 기술 : 문학의 줄기를 잡다","박경서","열린책들","2021","9788932921389","","","","809.9","1","0","2022-12-17",
"1344","인생은 우연이 아닙니다 : 삶의 관점을 바꾸는 22가지 시선","김경훈","다산초당(다산북스)","2022","9791130694108","","","","660.4","1","0","2022-12-17",
"1345","태양의 언어를 만나다 : 당신의 시선을 조금 바꿔줄 스페인어 이야기","그라나다","북스토리","2022","9791155642580","","","","770","1","0","2022-12-17",
"1346","안녕을 위하여 : 나의 안녕, 너의 안녕, 우리의 안녕을 위한 영화와 책 읽기","이승연","초록비책공방","2022","9791191266566","","","","688.04","1","0","2022-12-17",
"1347","표구의 사회사 : 기록되지 않았던 미술 이야기","김경연","연립서가","2022","9791197758638","","","","640.27","1","0","2022-12-17",
"1348","우리는 사랑의 얼굴을 가졌고 : 그림으로 사랑을 말하고, 사랑의 그림을 읽다","김수정","포르체","2022","9791191393880","","","","650.4","1","0","2022-12-17",
"1349","트로트 인문학 : 우리들의 트롯, 철학으로 듣는다","박성건","미디어샘","2022","9788968572166","","","","673.511","1","0","2022-12-17",
"1350","전염병의 지리학 : 병은 어떻게 세계를 습격하는가","박선미","갈라파고스","2022","9791187038894","","","","513.97","1","0","2022-12-17",
"1351","손목시계의 교양 : 내 손목에 있는 반려도구의 인문학","시노다 데쓰오","한빛비즈","2022","9791157846160","","","","555.24","1","0","2022-12-17",
"1352","아마존 분홍돌고래를 만나다","몽고메리, 사이","돌고래","2022","9791198009012","","","","499.5","1","0","2022-12-17",
"1353","리더의 얼굴 : 우리가 몰랐던 난세 영웅들의 또 다른 얼굴","임채성","루이앤휴잇","2022","9791186273593","","","","325.24","1","0","2022-12-17",
"1354","문화 트렌드 2023 : 프로와 덕후들이 말하는 K컬처","금태섭","북코리아","2022","9788963249001","","","","331.54","1","0","2022-12-17",
"1355","처음 하는 사회학 공부","박한경","한국교육방송공사","2022","9788954768504","","","","330","1","0","2022-12-17",
"1356","그녀가 최초였다 : 세상을 바꾼 우먼 파워 100","가즈사, 멜리나","에디미디","2022","9791197641497","","","","337.1","1","0","2022-12-17",
"1357","다클리 : 미국 고딕의 검은 영혼","테일러, 릴라","구픽","2022","9791187886839","","","","389","1","0","2022-12-17",
"1358","웰컴! 베트남","구본진","북오션","2022","9788967997083","","","","309.1141","1","0","2022-12-17",
"1359","죽은 자 곁의 산 자들 : 매일 죽음을 마주하는 이들에게 배운 생의 의미","캠벨, 헤일리","시공사","2022","9791169252546","","","","334.904","1","0","2022-12-17",
"1360","알아두면 쓸데 있는 유쾌한 상식사전 : 과학·경제 편","조홍석","트로이목마","2018","9791187440390","","","2","031","1","0","2022-12-17",
"1361","어두운 숲길을 단테와 함께 걸었다 : 나다운 삶을 위한 가장 지적이고 대담한 여정","벡, 마사","더퀘스트","2022","9791140701728","","","","001.3","1","0","2022-12-17",
"1362","탈진실 바로잡기 : 팩트, 사건, 뉴스 그리고 시스템 C = Overcoming post-truth:facts, events, news, and system C","김사승","책세상","2022","9791159318610","","","","070.4","1","0","2022-12-17",
"1363","타오르는 시간 : 여행자의 인문학","김종엽","창비","2022","9788936486860","","","","001.3","1","0","2022-12-17",
"1364","발칙하고 유쾌한 별별 지식백과 : 나만 몰랐던 세상의 모든 궁금증","이다온","시대인","2022","9791138334518","","","","031","1","0","2022-12-17",
"1365","알아두면 쓸데 있는 유쾌한 상식사전 : 우리말·우리글 편","조홍석","트로이목마","2022","9791187440994","","","6","031","1","0","2022-12-17",
"1366","알아두면 쓸데 있는 유쾌한 상식사전 : 최초·최고 편","조홍석","트로이목마","2021","9791187440819","","","5","031","1","0","2022-12-17",
"1367","알아두면 쓸데 있는 유쾌한 상식사전 : 한국사 편","조홍석","트로이목마","2020","9791187440611","","","4","031","1","0","2022-12-17",
"1368","알아두면 쓸데 있는 유쾌한 상식사전 : 언어·예술 편","조홍석","트로이목마","2019","9791187440499","","","3","031","1","0","2022-12-17",
"1369","황금 동굴의 소녀들","이수복","우리나비","2022","9791191884302","","","","813.6","1","1","2022-12-15",
"1370","환단고기  환단고기의 철학과 사상","이기동","행촌","2019","9791196682507","","","","911.02","1","1","2022-12-15",
"1371","(향수 입문자와 예비 조향사를 위한)향료와 향수 마스터 = Perfume ＆ perfumer","김민준","북앤미디어 디엔터","2021","9791196761240","","","","579.54","1","1","2022-12-15",
"1372","행복을 묻는 당신에게 : 11인의 마음 주치의가 알려주는 행복의 기술","김혜남","김영사","2020","9788934987901","","","","189","1","1","2022-12-15",
"1373","폭력의 역사 : 한국 현대사의 숨겨진 비극들","김성수","필요한책","2022","9791190406178","","","","911.07","1","1","2022-12-15",
"1374","편곡 프로 : 프로처럼 편곡하라","주지영","예솔","2022","9788959169603","","","","671.63","1","0","2022-12-15",
"1375","토저의 위대한 기도 100선 : 강력한 기도의 사람","토저, A. W","규장(규장문화사)","2022","9791165043896","","","","237.2","1","1","2022-12-15",
"1376","착한 사람 콤플렉스를 벗어나는 뇌의 습관","모기 겐이치로","행복에너지","2019","9791156027218","","","","189.2","1","2","2022-12-15",
"1377","진격의 10년, 1960년대 : 비틀스에서 68혁명까지 김경집의 현대사 강의","김경집","동아시아","2022","9788962624649","","","","909.5","1","1","2022-12-15",
"1378","(조셉 머피)성공의 연금술 : 일에서 최고의 잠재의식을 깨우는 자기 확신의 힘","머피, 조셉","다산북스","2022","9791130694689","","","","199.1","1","1","2022-12-15",
"1379","절연 : 아시아의 젊은 작가들","정세랑","문학동네","2022","9788954689496","","","","808.3","1","1","2022-12-15",
"1380","전두환 리더십  훌륭한 리더를 꿈꾸는 모든 이들이 읽어야 할 리더십 바이블","지만원","시스템","2022","9788994635125","","","","331.17","1","1","2022-12-15",
"1381","(밤의 주인, 수면이 궁금하다면)잠의 쓸모","플로랭, 뮈리엘","풀빛","2022","9791161728544","","","","517.31","1","1","2022-12-15",
"1382","일상의 낱말들 : 닮은 듯 다른 우리의 이야기를 시작하는 열여섯 가지 단어","김원영","사계절","2022","9791160949834","","","","818","1","1","2022-12-15",
"1383","인지편향 사전 : 누구나 빠지는 생각의 함정","이남석","옥당(북커스베르겐)","2021","9791189936372","","","","181.3","1","1","2022-12-15",
"1384","오웰의 장미 : 위기의 시대에 기쁨으로 저항하는 법","솔닛, 리베카","반비","2022","9791192107974","","","","844","1","1","2022-12-15",
"1385","우리에게 보통의 용기가 있다면 : 기후 위기, 아직 늦지 않았다","탄소 연감 네트워크","책세상","2022","9791159318719","","","","539.98","1","1","2022-12-15",
"1386","오피스텔 투자 바이블 : 35살, 35채로 인생을 바꾸다","정철민","매경출판","2022","9791164844715","","","","327.87","1","0","2022-12-15",
"1387","영어 어휘 지식 백과 : 인문 교양 편","이지연","사람in","2022","9788960499775","","","","744","1","1","2022-12-15",
"1388","염증 해방 : 병 없이 오래 사는 사람들의 비밀","정세연","다산라이프","2022","9791130694801","","","","511.843","1","1","2022-12-15",
"1389","역사와 종말론 : 예수 그리고 자연신학의 가능성","라이트, 톰","IVP","2022","9788932819655","","","","231.6","1","1","2022-12-15",
"1390","에도가와 란포 호반정 사건","에도가와 란포","시간의물레","2022","9788965114116","","","","833.6","1","1","2022-12-15",
"1391","언니들의 마음공부 : 부모편","오소희","수오서재","2022","9791190382854","","","","337.1","1","1","2022-12-15",
"1392","아들에게는 아들의 속도가 있습니다 : 아들에게는 왜 논리도, 큰소리도 안 통할까?","정현숙","월요일의꿈","2022","9791192044170","","","","598.132","1","1","2022-12-15",
"1393","수다의 인문학","박홍순","숨쉬는책공장","2022","9791186452851","","","","001.3","1","1","2022-12-15",
"1394","소설엔 마진이 얼마나 남을까 : 작가정신 35주년 기념 에세이","김사과","작가정신","2022","9791160263008","","","","814.6","1","1","2022-12-15",
"1395","세속적 영화, 세속적 비평 = Secular film secular criticism","허문영","강","2010","9788982181467","","","","688.09","1","1","2022-12-15",
"1396","세상을 바꾼 생각의 힘 : 성공하는 리더는 어떻게 변화를 이끄는가","이학영","한국경제신문","2022","9788947548632","","","","325.24","1","1","2022-12-15",
"1397","세계 철학 필독서 50 : 플라톤부터 마이클 샌델까지 2500년 철학 명저 50권을 한 권에","보던, 톰 버틀러","센시오","2022","9791166570841","","","","104","1","1","2022-12-15",
"1398","상처받은 인간다움에게 : 너와 나 그리고 우리를 위한 인문학","박정은","한빛비즈","2022","9791157846221","","","","238.2","1","1","2022-12-15",
"1399","빌라 경매, 딱 한 권으로 마스터하기","김민","부케이","2022","9791197627514","","","","327.87","1","1","2022-12-15",
"1400","부동산 투자의 정석 : 상승장은 물론 하락장에도 통하는","김원철","알에이치코리아(RHK)","2022","9788925577289","","","","327.87","1","1","2022-12-15",
"1401","바른 마음을 위한 움직임","채정호","군자출판사(교재)","2022","9791159559280","","","","517.3","1","1","2022-12-15",
"1402","미역국에 밥 한 그릇 : 미역과 쌀과 보리의 문화원형에 대한","김준호","학이사(이상사)","2022","9791158543952","","","","818","1","1","2022-12-15",
"1403","모자라고도 넘치는 고요 : 그림의 길을 따라가는 마음의 길","장요세파","파람북","2022","9791192265858","","","","818","1","2","2022-12-15",
"1404","(하루 10분 통증이 사라지는)모스틱 자세 운동","김승현","이너북","2022","9791188414673","","","","517.32","1","1","2022-12-15",
"1405","콩당이 당근 코 : 길고 짧은 것은 대봐야 안다","안수민","키큰도토리(어진교육)","2022","9788998973599","","","","813.8","1","3","2022-12-15",
"1406","채소들아, 어디 가니?","미소선생","에듀앤테크","2020","9791190554657","","","","823.7","1","1","2022-12-15",
"1407","왜 옷을 입어야 하나요?","데이니스, 케이티","비룡소인터내셔널","2021","9791190896245","","","","375.1","1","0","2022-12-15",
"1408","(깜짝깜짝 팝업북)사계절","밀버른, 안나","비룡소인터내셔널","2021","9791190183642","","","","375.1","1","0","2022-12-15",
"1409","(깜짝깜짝 팝업북)공룡책을 절대 열지 마!","태플린, 샘","비룡소인터내셔널","2022","9791190896504","","","","375.1","1","0","2022-12-15",
"1410","스토리텔링 대화법 : 어디서나 누구를 만나든 좋은 관계를 만들어주는","로즌, 코리","느낌이있는책","2022","9791161951799","","","","802.56","1","1","2022-12-15",
"1411","정책이 만든 가치 : 더 이상 정부에 의존하지 않는다","박진우","모아북스","2022","9791158491703","","","","359.11","1","0","2022-12-15",
"1412","정책이 만든 가치 : 더 이상 정부에 의존하지 않는다","박진우","모아북스","2022","9791158491703","","","","359.11","1","0","2022-12-15",
"1413","정책이 만든 가치 : 더 이상 정부에 의존하지 않는다","박진우","모아북스","2022","9791158491703","","","","359.11","1","0","2022-12-15",
"1414","정책이 만든 가치 : 더 이상 정부에 의존하지 않는다","박진우","모아북스","2022","9791158491703","","","","359.11","1","0","2022-12-15",
"1415","정책이 만든 가치 : 더 이상 정부에 의존하지 않는다","박진우","모아북스","2022","9791158491703","","","","359.11","1","0","2022-12-15",
"1416","도서관은 살아 있다 : 도서관은 도시의 거실","도서관여행자","마티","2022","9791190853361","","","","020.4","1","0","2022-12-15",
"1417","도서관은 살아 있다 : 도서관은 도시의 거실","도서관여행자","마티","2022","9791190853361","","","","020.4","1","0","2022-12-15",
"1418","도서관은 살아 있다 : 도서관은 도시의 거실","도서관여행자","마티","2022","9791190853361","","","","020.4","1","0","2022-12-15",
"1419","도서관은 살아 있다 : 도서관은 도시의 거실","도서관여행자","마티","2022","9791190853361","","","","020.4","1","0","2022-12-15",
"1420","히로 일러스트집 : 아케비까지의 족적","히로","서울미디어코믹스(서울문화사)","2022","9791136754974","","","","657.5","1","1","2022-12-15",
"1421","말하기의 기본은 90프로가 심리학이다 : 51명의 심리학자에게 배우는 대화법의 기본기 수업","나이토 요시히토","예문","2022","9788956594569","","","","802.56","1","2","2022-12-15",
"1422","말 잘한다는 소리를 들으면 소원이 없겠다 : 따라 하면 발음부터 설득력까지 확 달라지는 5단계 트레이닝","정흥수","비즈니스북스","2022","9791162542828","","","","802.5","1","1","2022-12-15",
"1423","마음에 길을 내는 하루 : 삶의 진정한 관리자에게 보내는 사랑 연대기","장진희","샘솟는기쁨","2022","9791189303990","","","","234.8","1","1","2022-12-15",
"1424","리더여, 스파크가 되라 : 하나님의 주권적 리더십을 개발하라!","권순웅","익투스","2022","9791186783450","","","","235.7","1","1","2022-12-15",
"1425","더 원더 : 엠마 도노휴 장편소설","도노휴, 엠마","arte(아르테)","2022","9788950942571","","","","843","1","1","2022-12-15",
"1426","뇌는 팩트에 끌리지 않는다 : 사실보다 거짓에 좌지우지되는 세상 속 설득의 심리학","카터, 리 하틀리","비즈니스북스","2020","9791162541746","","","","325.26","1","1","2022-12-15",
"1427","(New 한 권으로 끝내는)노션 = Notion","킴, 피터","애드앤미디어","2022","9791197625077","","","","005.58","1","1","2022-12-15",
"1428","내 어머니의 자서전 : 저메이카 킨케이드 장편 소설","킨케이드, 저메이카","민음사","2022","9788937427282","","","","843","1","1","2022-12-15",
"1429","나중에 : 스티븐 킹 장편소설","킹, 스티븐","황금가지","2022","9791170521969","","","","843","1","1","2022-12-15",
"1430","나의 사주명리 : 언젠가 한번은 자신의 힘으로 사주를 풀어 보고 싶은 이들을 위한 안내","현묘","날(도서출판)","2022","9791168100985","","","","188.5","1","1","2022-12-15",
"1431","나의 머니 로드 : 24만 구독 경제 유튜버 수페TV의 투자 비책","송민섭","베가북스","2022","9791192488158","","","","327.856","1","1","2022-12-15",
"1432","나랑 비혼해 줄래? : 낡은 디폴트를 뒤엎는 두 여자의 혼삶 전파 에세이","혼삶비결","카멜북스","2022","9788998599928","","","","332.277","1","1","2022-12-15",
"1433","나 혼자만 알고 싶은 실전 심리학 : 사람의 속마음을 거울처럼 들여다본다","왕리","미디어숲","2022","9791158741709","","","","189","1","1","2022-12-15",
"1434","김형숙의 낭독시대 : 목소리 1인 크리에이터가 세상을 바꾼다","김형숙","대경북스","2022","9788956769349","","","","325.04","1","1","2022-12-15",
"1435","(거침없는 투자 탱크)김학주의 40배 수익클럽","김학주","21세기북스","2022","9788950942465","","","","327.856","1","1","2022-12-15",
"1436","금융에 속지마 : 금융을 잘 아는 것은 경제 너머의 세상을 보는 것","김명수","모아북스","2022","9791158491963","","","","327","1","1","2022-12-15",
"1437","(The)Wolf, the duck ＆ the mouse","Barnett, Mac","Walker Books Ltd","2018","9781406379761","","","","843","1","1","2022-12-15",
